CMPD_CHEMBLID	CYP3A4	hERG_pIC50
CHEMBL1557657	4.9	*
CHEMBL1523816	4.6	*
CHEMBL1591876	4.8	*
CHEMBL1098712	6.1	*
CHEMBL499584	8.25	*
CHEMBL2017760	*	5.92
CHEMBL45816	6.5	5.48
CHEMBL3706574	*	5.84
CHEMBL1557015	5.8	*
CHEMBL2336334	*	4.77
CHEMBL1957789	*	5.01
CHEMBL549636	*	5.96
CHEMBL2206791	*	4.59
CHEMBL2206790	*	4.66
CHEMBL3221481	*	4.1
CHEMBL1440548	5.3	*
CHEMBL3191940	4.85	*
CHEMBL1609913	4.8	*
CHEMBL1529625	4.8	*
CHEMBL1484032	5.8	*
CHEMBL541435	*	6
CHEMBL2409024	5.54	*
CHEMBL3189813	5.65	*
CHEMBL2179671	*	7.7
CHEMBL1823054	*	5.72
CHEMBL3622175	4.4	4.89
CHEMBL25905	4.43	*
CHEMBL307639	5.9	*
CHEMBL2040894	*	5.11
CHEMBL2325740	*	5.03
CHEMBL1795912	*	4.96
CHEMBL1269672	5.5	*
CHEMBL1824499	*	5.66
CHEMBL563593	*	4.8
CHEMBL2024249	5.54	*
CHEMBL814	*	5.51
CHEMBL1314286	4.8	*
CHEMBL1796062	*	5.3
CHEMBL1923119	5.46	5
CHEMBL1923132	5.55	4.33
CHEMBL1923129	5.66	5.09
CHEMBL1923127	5.59	4.64
CHEMBL1923131	5.62	5.11
CHEMBL1923130	5.7	4.66
CHEMBL1795909	*	5.32
CHEMBL1795911	*	5.12
CHEMBL1093937	5.89	*
CHEMBL1761529	*	5.43
CHEMBL1923107	5.14	4.72
CHEMBL1923110	5.25	4.37
CHEMBL1923109	5.96	5.16
CHEMBL1923121	5.8	4.92
CHEMBL1923111	4.89	4.62
CHEMBL1923106	5.22	4.7
CHEMBL1923108	5.19	4.62
CHEMBL1796065	*	4.77
CHEMBL1796067	*	4.57
CHEMBL1796063	4.7	4.75
CHEMBL1796064	*	5.77
CHEMBL1795907	*	5.17
CHEMBL1795906	*	4.55
CHEMBL1269697	5.23	*
CHEMBL1761673	*	6.3
CHEMBL1761525	*	5.97
CHEMBL1761526	*	6.7
CHEMBL1761528	*	7.4
CHEMBL1761531	*	6.22
CHEMBL1761523	5.25	6.89
CHEMBL1761536	*	5.64
CHEMBL1761518	4.71	7.22
CHEMBL1761530	*	6
CHEMBL1761674	*	6.3
CHEMBL1761532	*	6.4
CHEMBL1761535	*	6.3
CHEMBL1761533	*	6.7
CHEMBL1761521	4.56	7.1
CHEMBL1761520	4.64	6.75
CHEMBL1761519	4.67	6.1
CHEMBL1795901	*	5.14
CHEMBL1910292	6.05	5.35
CHEMBL1910286	5.59	5.3
CHEMBL1910294	6.05	5.35
CHEMBL1222884	5.5	*
CHEMBL1093286	6.89	*
CHEMBL1795910	*	4.55
CHEMBL1269671	5.09	*
CHEMBL1910296	*	6
CHEMBL1910301	*	5.96
CHEMBL1910302	*	6.07
CHEMBL1923122	4.82	5.12
CHEMBL3702737	5.7	*
CHEMBL1607419	4.95	*
CHEMBL193816	7.46	*
CHEMBL205345	7.85	*
CHEMBL1465358	4.7	*
CHEMBL1466281	4.8	*
CHEMBL3740472	*	5.29
CHEMBL1796071	*	4.96
CHEMBL1796070	*	4.64
CHEMBL1910303	*	6.22
CHEMBL1910306	*	5.85
CHEMBL1910305	*	6.05
CHEMBL1910304	*	5.75
CHEMBL1910300	*	5.89
CHEMBL3741776	4.79	*
CHEMBL3741821	4.57	*
CHEMBL377531	7.92	*
CHEMBL1725507	5.35	*
CHEMBL1438358	4.8	*
CHEMBL1411945	5.1	*
CHEMBL1535101	4.65	*
CHEMBL3702734	5.42	*
CHEMBL1728281	4.7	*
CHEMBL1416629	4.8	*
CHEMBL1561349	4.9	*
CHEMBL1366323	4.9	*
CHEMBL600058	4.01	*
CHEMBL3400445	5.51	*
CHEMBL3400449	5.47	*
CHEMBL3400450	4.83	*
CHEMBL3400435	5.6	*
CHEMBL3401541	5.36	*
CHEMBL3400459	5	*
CHEMBL3403995	5.4	4.89
CHEMBL1934523	*	4.96
CHEMBL1092574	*	5.46
CHEMBL485972	5.6	*
CHEMBL550337	*	7.4
CHEMBL324777	4.52	*
CHEMBL215050	*	5.78
CHEMBL453067	5.59	*
CHEMBL256937	5.92	*
CHEMBL402813	6.32	*
CHEMBL454467	9	*
CHEMBL1355335	4.8	*
CHEMBL1325975	5.1	*
CHEMBL1475667	4.9	*
CHEMBL1552286	4.8	*
CHEMBL1479224	4.7	*
CHEMBL1476904	6	*
CHEMBL1366219	5.5	*
CHEMBL1481014	5.5	*
CHEMBL1741335	5.25	*
CHEMBL1592470	4.4	*
CHEMBL1358215	5.1	*
CHEMBL1317885	4.8	*
CHEMBL1552353	4.5	*
CHEMBL1554236	4.7	*
CHEMBL1358756	4.8	*
CHEMBL1317498	4.8	*
CHEMBL1315690	4.7	*
CHEMBL1472732	4.8	*
CHEMBL1490528	4.8	*
CHEMBL1493284	4.6	*
CHEMBL1317802	4.9	*
CHEMBL1561383	4.9	*
CHEMBL1433668	4.8	*
CHEMBL1551009	5.1	*
CHEMBL1553136	5.1	*
CHEMBL1523957	5.3	*
CHEMBL1437263	5.4	*
CHEMBL1394964	4.7	*
CHEMBL1314647	5.2	*
CHEMBL1448728	4.9	*
CHEMBL1561363	5.2	*
CHEMBL1515804	5.3	*
CHEMBL1315236	4.5	*
CHEMBL1532426	4.8	*
CHEMBL1400637	5.1	*
CHEMBL1443393	4.8	*
CHEMBL1553804	4.8	*
CHEMBL1592465	4.8	*
CHEMBL1534573	4.6	*
CHEMBL1595377	5	*
CHEMBL1435912	4.9	*
CHEMBL1446324	4.8	*
CHEMBL1479912	5.5	*
CHEMBL1315833	5.3	*
CHEMBL1449218	5.7	*
CHEMBL1395049	5.4	*
CHEMBL1473420	5.6	*
CHEMBL1370770	6	*
CHEMBL1439882	6.1	*
CHEMBL1529543	5.4	*
CHEMBL1436507	5.5	*
CHEMBL1318454	4.9	*
CHEMBL1433898	5	*
CHEMBL1524211	4.9	*
CHEMBL1512413	5.1	*
CHEMBL1592557	5.7	*
CHEMBL1533516	4.5	*
CHEMBL1369515	4.7	*
CHEMBL1477140	6.1	*
CHEMBL1595328	4.6	*
CHEMBL1450026	4.7	*
CHEMBL1437650	4.6	*
CHEMBL1592506	4.8	*
CHEMBL1364366	5.1	*
CHEMBL1551633	4.6	*
CHEMBL1433704	4.5	*
CHEMBL1593547	4.7	*
CHEMBL1609896	5.5	*
CHEMBL1517935	5.5	*
CHEMBL1354388	4.9	*
CHEMBL1396989	4.9	*
CHEMBL1513659	4.6	*
CHEMBL1357338	4.9	*
CHEMBL1366157	4.6	*
CHEMBL1317769	5	*
CHEMBL1514016	4.6	*
CHEMBL1482342	5.5	*
CHEMBL1592580	5.1	*
CHEMBL1435384	5.6	*
CHEMBL1448839	4.9	*
CHEMBL1514359	4.8	*
CHEMBL1494832	4.9	*
CHEMBL1482847	4.9	*
CHEMBL1591758	4.9	*
CHEMBL1394169	4.8	*
CHEMBL1436976	4.8	*
CHEMBL1315091	4.8	*
CHEMBL1590982	5.5	*
CHEMBL1597107	5.1	*
CHEMBL1397427	4.8	*
CHEMBL1494609	4.8	*
CHEMBL1551749	4.5	*
CHEMBL1323956	4.6	*
CHEMBL1600394	4.7	*
CHEMBL1222717	4.96	*
CHEMBL1564756	4.85	*
CHEMBL1519372	5.5	*
CHEMBL1449111	5.45	*
CHEMBL1568071	5.8	*
CHEMBL1409996	5.7	*
CHEMBL1485361	5.5	*
CHEMBL1568019	5.5	*
CHEMBL2326694	*	5.28
CHEMBL1910114	4.66	*
CHEMBL2441836	4.54	*
CHEMBL512126	5.11	*
CHEMBL468671	4.96	*
CHEMBL460997	4.71	*
CHEMBL3218650	*	5.6
CHEMBL3218648	*	5.68
CHEMBL3218649	*	5.43
CHEMBL2146803	*	6.6
CHEMBL2146808	*	5.3
CHEMBL2146801	*	5.9
CHEMBL2146811	*	7.2
CHEMBL3218891	*	4.37
CHEMBL3218888	*	4.68
CHEMBL3702694	5.04	*
CHEMBL3741545	4.02	*
CHEMBL3742122	4.71	*
CHEMBL1094165	5.54	*
CHEMBL2409401	*	4.64
CHEMBL1310701	4.8	*
CHEMBL1329889	5.1	*
CHEMBL1333368	4.7	*
CHEMBL1374623	5.1	*
CHEMBL1319049	5.5	*
CHEMBL1398390	5.3	*
CHEMBL1357577	5.1	*
CHEMBL1368904	5.1	*
CHEMBL1437825	5.5	*
CHEMBL1398786	4.8	*
CHEMBL1324110	4.8	*
CHEMBL1435859	4.7	*
CHEMBL1371686	7	*
CHEMBL1343632	4.55	*
CHEMBL1585809	4.8	*
CHEMBL1389327	4.45	*
CHEMBL1548959	5.05	*
CHEMBL1409461	4.5	*
CHEMBL1501668	5.45	*
CHEMBL1381586	5.3	*
CHEMBL1796060	*	4.75
CHEMBL1515777	4.9	*
CHEMBL1354455	4.5	*
CHEMBL1396698	4.6	*
CHEMBL1476480	4.9	*
CHEMBL1474817	5.4	*
CHEMBL1434552	4.6	*
CHEMBL1329526	5	*
CHEMBL1555316	4.8	*
CHEMBL1474281	4.8	*
CHEMBL1613725	4.9	*
CHEMBL1593134	4.9	*
CHEMBL1495854	5.3	*
CHEMBL1562085	4.9	*
CHEMBL1333968	4.9	*
CHEMBL1532720	4.9	*
CHEMBL1317626	4.8	*
CHEMBL1565360	4.7	*
CHEMBL1314422	4.9	*
CHEMBL1581598	4.9	*
CHEMBL1404954	4.5	*
CHEMBL1476831	4.8	*
CHEMBL1316893	5.1	*
CHEMBL1516530	4.8	*
CHEMBL1396211	4.9	*
CHEMBL1446323	4.7	*
CHEMBL1590261	4.8	*
CHEMBL1366699	4.5	*
CHEMBL1456015	4.8	*
CHEMBL1436682	5	*
CHEMBL1449457	5.3	*
CHEMBL1472922	6.5	*
CHEMBL1269956	*	6.25
CHEMBL550405	*	5.13
CHEMBL1514440	5.7	*
CHEMBL255033	5.6	*
CHEMBL1428	5.75	*
CHEMBL1586621	4.75	*
CHEMBL450610	8.62	*
CHEMBL2409311	*	5.05
CHEMBL553	5.2	*
CHEMBL571953	*	4.48
CHEMBL3702773	5.12	*
CHEMBL3605148	*	4.76
CHEMBL482088	9.05	*
CHEMBL3109337	*	5.41
CHEMBL2029678	4.68	*
CHEMBL519383	4.85	*
CHEMBL225193	*	5.04
CHEMBL223971	*	4.94
CHEMBL387971	*	5.03
CHEMBL502778	8.52	*
CHEMBL1934520	*	5.13
CHEMBL514384	*	5.08
CHEMBL1091763	5.75	*
CHEMBL1089299	7.52	*
CHEMBL1089957	7.16	*
CHEMBL1089300	6.62	*
CHEMBL577811	5.81	*
CHEMBL573430	7.5	*
CHEMBL583954	6.24	*
CHEMBL573149	5.99	*
CHEMBL573665	7.15	*
CHEMBL583953	6.5	*
CHEMBL1355293	5.5	*
CHEMBL1398392	5.4	*
CHEMBL1437996	6	*
CHEMBL1559163	5.4	*
CHEMBL1573532	5.5	*
CHEMBL387125	4.36	*
CHEMBL1337755	5.4	*
CHEMBL1909649	*	5.68
CHEMBL1458289	4.9	*
CHEMBL1545653	4.9	*
CHEMBL1406491	4.5	*
CHEMBL193306	5.29	*
CHEMBL1910307	*	5.08
CHEMBL2164206	*	5.26
CHEMBL2164207	*	6.52
CHEMBL2164208	*	4.48
CHEMBL2164210	*	4.97
CHEMBL1452359	5.1	*
CHEMBL167911	4.8	*
CHEMBL346516	5.4	*
CHEMBL1604375	4.9	*
CHEMBL530115	5.1	*
CHEMBL397209	4.4	*
CHEMBL25028	4.7	*
CHEMBL2146882	*	5.33
CHEMBL402163	*	5.15
CHEMBL445674	*	4.33
CHEMBL3393719	*	5.7
CHEMBL375745	*	4.23
CHEMBL1512199	4.5	*
CHEMBL2170632	4.82	*
CHEMBL42485	4.7	*
CHEMBL2062808	6.7	*
CHEMBL2041980	*	5.33
CHEMBL3124980	*	5.09
CHEMBL3628216	*	5.32
CHEMBL3234071	*	6.05
CHEMBL3355639	*	6.4
CHEMBL3628220	*	5.85
CHEMBL3628223	*	6.3
CHEMBL3287931	*	4.55
CHEMBL3287932	*	5.6
CHEMBL3287928	*	6.2
CHEMBL551058	*	5.05
CHEMBL3104478	4.92	*
CHEMBL3104477	5.7	*
CHEMBL3104490	4.72	*
CHEMBL2338347	*	4.16
CHEMBL2164761	*	5.14
CHEMBL2164443	*	4.64
CHEMBL2146862	*	6.82
CHEMBL484931	*	4.87
CHEMBL1314989	4.4	*
CHEMBL270903	4.59	*
CHEMBL1475036	6.1	*
CHEMBL1356381	5.3	*
CHEMBL2180905	5.29	*
CHEMBL3338194	*	5.85
CHEMBL3359020	4.38	*
CHEMBL3114894	5.75	*
CHEMBL1172998	*	5.7
CHEMBL1771100	*	4.72
CHEMBL497999	*	6.22
CHEMBL2207671	*	5.2
CHEMBL559940	*	4.42
CHEMBL2070947	6.2	*
CHEMBL1824036	*	4.3
CHEMBL3127500	6.05	*
CHEMBL371613	6.75	*
CHEMBL508020	4.32	*
CHEMBL445162	5.59	*
CHEMBL1543356	4.9	*
CHEMBL1418789	4.55	*
CHEMBL1549419	4.65	*
CHEMBL405565	5.89	*
CHEMBL1258391	*	8.18
CHEMBL554	5.77	6
CHEMBL1210434	6.22	*
CHEMBL3208450	5.65	*
CHEMBL1426147	4.8	*
CHEMBL1463577	4.75	*
CHEMBL1303518	5.65	*
CHEMBL566576	*	5.38
CHEMBL567943	*	4.96
CHEMBL568350	*	5.5
CHEMBL2448741	6.21	*
CHEMBL2448735	5.82	*
CHEMBL1825089	7.4	*
CHEMBL1834650	*	4.64
CHEMBL1444269	4.6	*
CHEMBL1345410	4.9	*
CHEMBL1837041	*	4.51
CHEMBL2105762	*	4.41
CHEMBL2069511	*	5.46
CHEMBL3137466	5.59	*
CHEMBL1530505	4.7	*
CHEMBL1530168	4.9	*
CHEMBL1435079	5	*
CHEMBL1561402	4.9	*
CHEMBL1553797	4.7	*
CHEMBL1515033	5.1	*
CHEMBL1525112	4.6	*
CHEMBL1324151	4.9	*
CHEMBL1592202	4.9	*
CHEMBL1435404	7.6	*
CHEMBL1551970	4.8	*
CHEMBL1435481	4.7	*
CHEMBL1560095	4.5	*
CHEMBL1439262	4.6	*
CHEMBL1450993	4.7	*
CHEMBL1515324	5.4	*
CHEMBL1591965	5.2	*
CHEMBL1314434	4.8	*
CHEMBL1473448	4.8	*
CHEMBL1435702	5	*
CHEMBL1435934	4.9	*
CHEMBL470582	*	5.28
CHEMBL1524305	4.9	*
CHEMBL1741523	4.75	*
CHEMBL1369444	4.5	*
CHEMBL1409938	4.8	*
CHEMBL521851	*	4.19
CHEMBL384030	*	4.89
CHEMBL1957497	*	4
CHEMBL1422230	5.75	*
CHEMBL1836317	5.39	*
CHEMBL3393720	*	5.64
CHEMBL1305433	4.6	*
CHEMBL56367	4.6	*
CHEMBL7162	4.7	*
CHEMBL39317	4.8	*
CHEMBL609857	*	5.52
CHEMBL595318	*	5.34
CHEMBL594615	*	7.85
CHEMBL375516	*	7.82
CHEMBL390300	*	6.01
CHEMBL227134	*	9.41
CHEMBL493078	*	5.77
CHEMBL493712	*	6.11
CHEMBL493087	*	6.37
CHEMBL495114	*	5.92
CHEMBL495328	*	6.08
CHEMBL3688389	*	6.26
CHEMBL492438	*	6.14
CHEMBL493053	*	5.72
CHEMBL492846	*	5.86
CHEMBL523671	*	5.79
CHEMBL596046	*	6.52
CHEMBL561793	*	5.6
CHEMBL1803004	*	6.54
CHEMBL477015	*	6.17
CHEMBL52627	*	7.47
CHEMBL129583	*	8.1
CHEMBL1650658	5.97	*
CHEMBL1323759	4.8	*
CHEMBL1439665	4.8	*
CHEMBL1434006	4.8	*
CHEMBL1535931	4.8	*
CHEMBL1475695	5.1	*
CHEMBL1473834	5.2	*
CHEMBL1366433	5.1	*
CHEMBL1571264	5	*
CHEMBL1603852	6.4	*
CHEMBL1314222	5.5	*
CHEMBL1336060	4.8	*
CHEMBL1363077	5.1	*
CHEMBL1355840	6.5	*
CHEMBL1394854	6.3	*
CHEMBL490718	6.2	*
CHEMBL1394353	6	*
CHEMBL1456872	6.4	*
CHEMBL1358983	5.9	*
CHEMBL1367917	5.8	*
CHEMBL1490477	5.5	*
CHEMBL1474989	5.2	*
CHEMBL1599118	5	*
CHEMBL1472955	5.4	*
CHEMBL1554622	5.5	*
CHEMBL1396936	5.7	*
CHEMBL1554664	5.5	*
CHEMBL1355718	4.8	*
CHEMBL1512740	5.8	*
CHEMBL1531899	5	*
CHEMBL1612582	5.1	*
CHEMBL1597474	5.4	*
CHEMBL3581148	5.13	*
CHEMBL382848	*	6.38
CHEMBL2325736	*	4.1
CHEMBL3310285	5.16	*
CHEMBL193247	4.89	*
CHEMBL3392292	*	5.75
CHEMBL1256775	4.4	*
CHEMBL1416619	7.4	*
CHEMBL2440460	*	4.32
CHEMBL1371893	4.8	*
CHEMBL410503	5.46	*
CHEMBL3355629	*	5.4
CHEMBL3355638	*	6.4
CHEMBL3355624	*	5.4
CHEMBL1335862	5.9	*
CHEMBL1415115	4.55	*
CHEMBL1574576	5.5	*
CHEMBL1518546	4.4	*
CHEMBL1362111	5.1	*
CHEMBL3261920	*	5.57
CHEMBL2146880	*	6.34
CHEMBL2203846	*	5.1
CHEMBL276140	5.4	*
CHEMBL249856	5.3	*
CHEMBL485547	*	6.02
CHEMBL1362918	5.3	*
CHEMBL1400520	4.6	*
CHEMBL1465393	4.9	*
CHEMBL1467643	6	*
CHEMBL1467491	4.9	*
CHEMBL1521460	4.45	*
CHEMBL450714	*	5.52
CHEMBL188641	5.4	*
CHEMBL273490	4.9	*
CHEMBL1314789	4.7	*
CHEMBL1358918	4.5	*
CHEMBL1357558	4.6	*
CHEMBL479	*	5.8
CHEMBL1377201	4.65	*
CHEMBL1455353	4.85	*
CHEMBL1376070	5.5	*
CHEMBL553395	*	5.64
CHEMBL392642	5.16	*
CHEMBL1520928	4.7	*
CHEMBL1606425	4.85	*
CHEMBL2158625	*	5.44
CHEMBL1429067	4.6	*
CHEMBL3208773	5.9	*
CHEMBL1313335	4.45	*
CHEMBL1330388	5.5	*
CHEMBL1565236	4.7	*
CHEMBL1347660	4.6	*
CHEMBL1602382	4.85	*
CHEMBL1425093	6.15	*
CHEMBL2204267	*	5.22
CHEMBL502288	*	5.11
CHEMBL1236391	*	5.09
CHEMBL1091919	*	5.08
CHEMBL1301014	4.5	*
CHEMBL3191841	5.6	*
CHEMBL3210042	5.05	*
CHEMBL1557355	5.05	*
CHEMBL1483978	5.1	*
CHEMBL1483214	4.65	*
CHEMBL1454212	4.9	*
CHEMBL1571526	4.8	*
CHEMBL214990	5.13	*
CHEMBL3408943	5	*
CHEMBL523585	*	5.68
CHEMBL498729	*	5.52
CHEMBL498048	*	5.85
CHEMBL497064	*	6.03
CHEMBL523245	*	5.8
CHEMBL496860	*	6.3
CHEMBL496687	*	6.96
CHEMBL504699	*	5.4
CHEMBL507898	*	5.27
CHEMBL523760	*	5.6
CHEMBL497054	*	5.82
CHEMBL496852	*	5.16
CHEMBL497878	*	5.16
CHEMBL497877	*	5.96
CHEMBL474421	*	4.27
CHEMBL2165068	*	4.24
CHEMBL3608757	*	4.13
CHEMBL2387464	*	5.3
CHEMBL1302930	5.15	*
CHEMBL398711	*	6.85
CHEMBL252816	*	7
CHEMBL1372282	5.4	*
CHEMBL1348252	4.95	*
CHEMBL1398622	6.05	*
CHEMBL2441412	*	5.29
CHEMBL1590060	4.9	*
CHEMBL1416429	5.5	*
CHEMBL1356166	5.4	*
CHEMBL1446139	5.2	*
CHEMBL1591619	5	*
CHEMBL1356196	5.3	*
CHEMBL1317998	5.3	*
CHEMBL1356842	6.3	*
CHEMBL1490863	5.5	*
CHEMBL1517329	5.1	*
CHEMBL1487898	5	*
CHEMBL1481741	4.5	*
CHEMBL1320919	5.4	*
CHEMBL1359613	4.8	*
CHEMBL1590789	5	*
CHEMBL1327204	4.8	*
CHEMBL1327881	5	*
CHEMBL1478221	4.8	*
CHEMBL1519225	5.4	*
CHEMBL1434111	4.8	*
CHEMBL1595291	5.1	*
CHEMBL1515724	5.1	*
CHEMBL1551639	5	*
CHEMBL1567353	4.7	*
CHEMBL1450162	5.2	*
CHEMBL1476729	4.8	*
CHEMBL381362	*	6.1
CHEMBL380651	*	5.19
CHEMBL202439	*	6.49
CHEMBL203961	*	5.7
CHEMBL3087041	5.35	*
CHEMBL2441416	*	5.16
CHEMBL3741159	*	4.32
CHEMBL1924014	*	5.3
CHEMBL3581788	*	4.65
CHEMBL2333638	*	5.14
CHEMBL2333648	*	4.6
CHEMBL2333639	*	4.55
CHEMBL1531699	5.6	*
CHEMBL1454751	5.1	*
CHEMBL1514923	6.6	*
CHEMBL1594078	4.9	*
CHEMBL1314587	5.3	*
CHEMBL1358731	5.4	*
CHEMBL1404907	5.3	*
CHEMBL1318349	4.9	*
CHEMBL1551578	5.6	*
CHEMBL1445572	4.7	*
CHEMBL1514836	4.5	*
CHEMBL1515614	4.8	*
CHEMBL1316461	5.9	*
CHEMBL1396975	5.1	*
CHEMBL1590954	4.9	*
CHEMBL27006	5.4	*
CHEMBL380351	*	6.52
CHEMBL379152	*	5.89
CHEMBL2333605	*	5.26
CHEMBL2333623	*	5.64
CHEMBL1602849	6.9	*
CHEMBL3805330	5.96	*
CHEMBL2036761	*	5.2
CHEMBL1511998	6	*
CHEMBL1443979	4.6	*
CHEMBL1597865	5.15	*
CHEMBL1488115	4.85	*
CHEMBL1559062	4.7	*
CHEMBL594979	*	4.4
CHEMBL218790	*	5.43
CHEMBL2338474	5.64	*
CHEMBL529214	*	5.4
CHEMBL487708	*	6.3
CHEMBL519252	*	6.3
CHEMBL528997	*	5.46
CHEMBL529213	5.33	6
CHEMBL487500	*	5.92
CHEMBL1735134	6	*
CHEMBL1829611	*	5.82
CHEMBL1452816	4.6	*
CHEMBL1401642	4.8	*
CHEMBL1525856	4.8	*
CHEMBL1370594	4.8	*
CHEMBL1369373	5.2	*
CHEMBL1342932	5.5	*
CHEMBL1511042	5.7	*
CHEMBL1290041	5.7	*
CHEMBL492449	*	6.42
CHEMBL3775793	*	6.8
CHEMBL3104531	5.77	*
CHEMBL3104538	5.4	*
CHEMBL3104536	4.52	*
CHEMBL3137479	4.8	*
CHEMBL3104375	4.92	*
CHEMBL3104479	5.2	*
CHEMBL3104473	4.8	*
CHEMBL3137480	5.05	*
CHEMBL3137445	4.96	*
CHEMBL3104537	5.28	*
CHEMBL3137456	5.75	*
CHEMBL3137452	5.77	*
CHEMBL3137446	4.75	*
CHEMBL564032	*	4.51
CHEMBL559237	*	5
CHEMBL562905	*	4.85
CHEMBL561585	*	5.64
CHEMBL559535	*	4.94
CHEMBL551924	*	5.77
CHEMBL560584	*	5
CHEMBL559691	*	4.71
CHEMBL472363	*	6.25
CHEMBL551281	*	5.52
CHEMBL551684	*	4.93
CHEMBL560283	*	5.51
CHEMBL564501	*	5.76
CHEMBL550068	5.6	5.89
CHEMBL558052	*	5.42
CHEMBL563791	4.87	4.9
CHEMBL562285	5.49	5.27
CHEMBL556927	5.36	5.39
CHEMBL557263	7.4	*
CHEMBL550816	4.78	5.16
CHEMBL557262	6.24	*
CHEMBL558533	*	4.83
CHEMBL554511	*	5.8
CHEMBL3104526	4.82	*
CHEMBL3104525	4.77	*
CHEMBL3104376	4.7	*
CHEMBL3137392	4.7	*
CHEMBL1224700	*	6.1
CHEMBL1360337	4.65	*
CHEMBL3104486	4.7	*
CHEMBL1487405	6.5	*
CHEMBL1332054	4.5	*
CHEMBL1332832	4.7	*
CHEMBL1452517	4.8	*
CHEMBL1451973	4.6	*
CHEMBL1370675	4.8	*
CHEMBL1440774	4.8	*
CHEMBL1320042	5.15	*
CHEMBL3137448	5	*
CHEMBL2164387	*	5.07
CHEMBL218836	*	4.4
CHEMBL1642477	*	8.62
CHEMBL1526369	5.4	*
CHEMBL1374260	4.65	*
CHEMBL1097701	*	5.3
CHEMBL555347	*	5.1
CHEMBL2036767	*	5.2
CHEMBL2036760	*	6.05
CHEMBL2021974	*	4.31
CHEMBL560063	*	5.46
CHEMBL3104488	5.16	*
CHEMBL3137391	4.75	*
CHEMBL1588028	4.85	*
CHEMBL1651525	5.37	*
CHEMBL1651534	4.52	*
CHEMBL1651533	4.52	*
CHEMBL1243305	4.77	*
CHEMBL1243367	6.46	*
CHEMBL1289820	*	5.4
CHEMBL1289936	*	5.4
CHEMBL1290706	*	5.7
CHEMBL1834632	*	5.96
CHEMBL1834631	*	5.92
CHEMBL1834787	*	4.44
CHEMBL1834636	*	4.47
CHEMBL1834648	*	5.13
CHEMBL3422977	*	9
CHEMBL2315920	*	5.28
CHEMBL2315936	*	5.68
CHEMBL2315934	*	5.13
CHEMBL2315931	*	4.8
CHEMBL1834651	*	5.72
CHEMBL1834853	*	7.8
CHEMBL1834854	*	7.96
CHEMBL1544821	5.2	*
CHEMBL1420145	5.3	*
CHEMBL1829605	*	5.55
CHEMBL1829636	*	5.48
CHEMBL1829616	*	5.1
CHEMBL1829617	*	5.6
CHEMBL1829609	*	5.4
CHEMBL1829618	*	5.42
CHEMBL1829622	*	4.92
CHEMBL1829604	*	5.62
CHEMBL1463968	5.9	*
CHEMBL1084400	*	6.8
CHEMBL1269955	*	6.5
CHEMBL1270063	*	6.4
CHEMBL1324032	5.3	*
CHEMBL1535980	4.65	*
CHEMBL1438199	4.4	*
CHEMBL559029	*	6.1
CHEMBL1329102	6.2	*
CHEMBL2387501	5.13	*
CHEMBL1547764	4.8	*
CHEMBL2414773	*	5.02
CHEMBL2047726	*	6.16
CHEMBL523525	*	6.32
CHEMBL2012269	*	6.22
CHEMBL552366	*	5.2
CHEMBL3809896	5.72	*
CHEMBL1392232	4.85	*
CHEMBL1467940	5.35	*
CHEMBL1588356	4.55	*
CHEMBL1399944	4.6	*
CHEMBL1484398	6.75	*
CHEMBL1535022	4.95	*
CHEMBL1732802	4.6	*
CHEMBL3747481	*	4.81
CHEMBL3747226	*	5.05
CHEMBL2036766	*	4.89
CHEMBL601616	4.6	*
CHEMBL1493910	4.65	*
CHEMBL1430702	6.3	*
CHEMBL3112853	4.4	*
CHEMBL552338	4.51	*
CHEMBL400261	5.72	*
CHEMBL1650511	*	4.8
CHEMBL1435823	5	*
CHEMBL1552540	5	*
CHEMBL1955989	5.46	*
CHEMBL1552720	5.3	*
CHEMBL1437667	5.8	*
CHEMBL1356336	5.8	*
CHEMBL1357724	5.3	*
CHEMBL1591677	5.5	*
CHEMBL1551777	6.5	*
CHEMBL1440943	6.3	*
CHEMBL491742	6.9	*
CHEMBL1594405	6.2	*
CHEMBL1358263	6.6	*
CHEMBL1590156	6.5	*
CHEMBL1405627	6.1	*
CHEMBL1315292	5.9	*
CHEMBL1528170	4.9	*
CHEMBL1324494	5.5	*
CHEMBL1554976	6.2	*
CHEMBL1317494	5.7	*
CHEMBL1529478	5.4	*
CHEMBL1320565	5.1	*
CHEMBL1378755	5.9	*
CHEMBL1552677	4.5	*
CHEMBL1511986	5.7	*
CHEMBL1413343	4.8	*
CHEMBL561788	*	5.22
CHEMBL442272	*	5.96
CHEMBL2012268	*	5.61
CHEMBL3137394	4.82	*
CHEMBL277525	6.2	*
CHEMBL1098851	*	5.88
CHEMBL595154	6.4	*
CHEMBL550535	*	5.41
CHEMBL552373	*	5.1
CHEMBL562624	*	5.9
CHEMBL560574	*	6.7
CHEMBL3673967	5.3	*
CHEMBL1457635	4.5	*
CHEMBL1308621	4.9	*
CHEMBL1742135	4.45	*
CHEMBL1539107	4.85	*
CHEMBL1597203	4.85	*
CHEMBL1561714	5.5	*
CHEMBL3422978	*	9.41
CHEMBL2314056	*	4.48
CHEMBL2314057	*	4.47
CHEMBL2314058	*	4.83
CHEMBL2314061	*	4.59
